"Trip.ID","Trip.Start.Timestamp","Trip.End.Timestamp","Trip.Seconds","Trip.Miles","Pickup.Census.Tract","Dropoff.Census.Tract","Pickup.Community.Area","Dropoff.Community.Area","Fare","Tip","Additional.Charges","Trip.Total","Shared.Trip.Authorized","Trips.Pooled","Pickup.Centroid.Latitude","Pickup.Centroid.Longitude","Pickup.Centroid.Location","Dropoff.Centroid.Latitude","Dropoff.Centroid.Longitude","Dropoff.Centroid.Location"
"dce9cf230bfbe6189479370dc1b31162d9f6ce8f","07/14/2019 12:45:00 AM","07/14/2019 01:15:00 AM",1394,10.3,17031031000,17031330100,3,33,17.5,0,2.55,20.05,"false",1,41.9724370811,-87.6711095263,"POINT (-87.6711095263 41.9724370811)",41.859349715,-87.6173580061,"POINT (-87.6173580061 41.859349715)"
"8e4add91d8eddeda94a694126a967b25b56d75de","07/04/2019 11:30:00 PM","07/04/2019 11:45:00 PM",190,0.8,17031062200,17031063000,6,6,2.5,0,2.55,5.05,"false",1,41.9425851797,-87.6566440918,"POINT (-87.6566440918 41.9425851797)",41.9363101308,-87.6515625922,"POINT (-87.6515625922 41.9363101308)"
"7624f371e333a21fd65abdc0add6263c5ef80eee","07/06/2019 04:45:00 PM","07/06/2019 05:00:00 PM",1456,19.3,NA,NA,NA,34,25,5,0,30,"true",1,NA,NA,"",41.8420761168,-87.6339734222,"POINT (-87.6339734222 41.8420761168)"
"6faeead3322251c7715214da7c5976820657d51d","07/15/2019 05:00:00 PM","07/15/2019 05:15:00 PM",569,3.2,17031839000,17031838100,32,28,7.5,0,2.55,10.05,"false",1,41.8710158803,-87.6314065252,"POINT (-87.6314065252 41.8710158803)",41.8786674201,-87.6716536214,"POINT (-87.6716536214 41.8786674201)"
"1c1787722b29b0794b20134ea57d9b22c9a646dd","07/27/2019 05:15:00 PM","07/27/2019 05:30:00 PM",612,1.5,17031281900,17031320400,28,32,5,0,2.55,7.55,"false",1,41.8792550844,-87.642648998,"POINT (-87.642648998 41.8792550844)",41.8774061234,-87.6219716519,"POINT (-87.6219716519 41.8774061234)"
"dd75f84517aeb3c0ab5b9cb8502c80e0989cfd6f","07/14/2019 02:00:00 AM","07/14/2019 02:15:00 AM",969,3.5,17031831100,17031063000,21,6,15,5,2.85,22.85,"false",1,41.942859303,-87.717503858,"POINT (-87.717503858 41.942859303)",41.9363101308,-87.6515625922,"POINT (-87.6515625922 41.9363101308)"
"1b3948fcd10810e575c045da629f3df94a708415","07/18/2019 07:15:00 AM","07/18/2019 07:45:00 AM",1174,4.8,17031032100,17031160100,3,16,10,0,2.55,12.55,"false",1,41.9581548757,-87.6530217894,"POINT (-87.6530217894 41.9581548757)",41.9646361993,-87.7427878769,"POINT (-87.7427878769 41.9646361993)"
"0f929f050cb9689b4bbaa9dd13f3ebff63bce759","07/26/2019 07:30:00 PM","07/26/2019 07:45:00 PM",461,1.3,17031243500,17031081800,24,8,5,0,2.55,7.55,"false",1,41.8926581076,-87.6525344838,"POINT (-87.6525344838 41.8926581076)",41.8932163595,-87.6378442095,"POINT (-87.6378442095 41.8932163595)"
"960bee0e41c5072ece1d6b63f30d71dad22dedec","07/28/2019 04:15:00 PM","07/28/2019 04:15:00 PM",393,0.8,17031081500,17031320100,8,32,5,0,2.55,7.55,"false",1,41.8925077809,-87.6262149064,"POINT (-87.6262149064 41.8925077809)",41.8849871918,-87.6209929134,"POINT (-87.6209929134 41.8849871918)"
"83e80e3b660668d211adeee7deae0a51781457eb","07/21/2019 06:00:00 AM","07/21/2019 06:00:00 AM",416,2,NA,NA,39,38,5,0,2.9,7.9,"false",1,41.8089162826,-87.5961833442,"POINT (-87.5961833442 41.8089162826)",41.8129489392,-87.6178596758,"POINT (-87.6178596758 41.8129489392)"
"9638ed8187b1a4e6308dc2502f6b83cf897ab00a","07/03/2019 08:15:00 PM","07/03/2019 08:30:00 PM",325,1.6,17031031400,17031063200,3,6,5,0,2.55,7.55,"false",1,41.962178629,-87.6453787624,"POINT (-87.6453787624 41.962178629)",41.9383912577,-87.6385749205,"POINT (-87.6385749205 41.9383912577)"
"ee59c0cc77992bb36cfd78c4d2bc706373f46973","07/21/2019 07:45:00 PM","07/21/2019 08:00:00 PM",892,4.8,17031031300,17031071100,3,7,10,0,2.55,12.55,"false",1,41.9729293173,-87.6502900743,"POINT (-87.6502900743 41.9729293173)",41.9217781876,-87.6510618838,"POINT (-87.6510618838 41.9217781876)"
"66f5e9a84c539f6a8a5ea5a7529a4ff095e089ec","07/04/2019 03:15:00 PM","07/04/2019 03:30:00 PM",509,2.2,17031060500,17031843700,6,5,5,1,2.55,8.55,"false",1,41.952719111,-87.6605035019,"POINT (-87.6605035019 41.952719111)",41.9448137543,-87.6907750098,"POINT (-87.6907750098 41.9448137543)"
"2f91fa6d8bbfa6199c7e8e0d47ffc42bcc4038bf","07/07/2019 02:00:00 AM","07/07/2019 02:00:00 AM",548,2.2,17031071200,17031832000,7,6,5,0,2.55,7.55,"false",1,41.9218549112,-87.6462109769,"POINT (-87.6462109769 41.9218549112)",41.9462945357,-87.6542980837,"POINT (-87.6542980837 41.9462945357)"
"0c7419efb3263bf5acac9ddeb3349c4d47ca8718","07/20/2019 11:30:00 AM","07/20/2019 11:30:00 AM",554,2,17031071400,17031081300,7,8,5,2,2.55,9.55,"false",1,41.922082541,-87.6341560931,"POINT (-87.6341560931 41.922082541)",41.8983317935,-87.6207628651,"POINT (-87.6207628651 41.8983317935)"
"37429014cb24c9218d1c218db259fb6539764dff","07/10/2019 06:30:00 AM","07/10/2019 07:00:00 AM",1433,5.7,17031061000,17031833100,6,28,10,0,2.55,12.55,"false",1,41.9492209135,-87.6519703953,"POINT (-87.6519703953 41.9492209135)",41.8790669938,-87.657005027,"POINT (-87.657005027 41.8790669938)"
"a3033ede8804fd37145f154627b7b5d1dd8cc02e","07/26/2019 10:15:00 AM","07/26/2019 10:30:00 AM",795,2.6,17031080202,17031832300,8,22,7.5,0,2.55,10.05,"false",1,41.9058577688,-87.6308650266,"POINT (-87.6308650266 41.9058577688)",41.9192250505,-87.671445766,"POINT (-87.671445766 41.9192250505)"
"1746043260c6192a0b2aafd2864dfdc12cb44bee","07/17/2019 08:45:00 AM","07/17/2019 09:00:00 AM",539,2.3,17031283800,17031833000,28,28,7.5,0,2.55,10.05,"false",1,41.8634226841,-87.6537566193,"POINT (-87.6537566193 41.8634226841)",41.8852813201,-87.6572331997,"POINT (-87.6572331997 41.8852813201)"
"768b7c3ccbbb92241cd71f9d16df5ca2bbc71ed7","07/11/2019 06:15:00 PM","07/11/2019 06:45:00 PM",1768,6.2,NA,NA,6,8,27.5,0,2.85,30.35,"false",1,41.9442266014,-87.6559981815,"POINT (-87.6559981815 41.9442266014)",41.899602111,-87.6333080367,"POINT (-87.6333080367 41.899602111)"
"f18a7b18f868ad68b76f70cb4b366d580afb192b","07/05/2019 03:30:00 PM","07/05/2019 03:45:00 PM",1104,6.6,17031833300,17031051400,28,5,12.5,0,2.55,15.05,"false",1,41.8716894745,-87.6540926517,"POINT (-87.6540926517 41.8716894745)",41.9357494591,-87.6809803011,"POINT (-87.6809803011 41.9357494591)"
"20712f43e6ccb170d98daa456e13ad9ed3168c49","07/03/2019 04:30:00 PM","07/03/2019 04:45:00 PM",1043,4,17031841200,17031320600,31,32,10,0,2.55,12.55,"false",1,41.8555013528,-87.683227168,"POINT (-87.683227168 41.8555013528)",41.8706073724,-87.6221729369,"POINT (-87.6221729369 41.8706073724)"
"d5cb7720b443fc6278903b6f6683fe25939ecc05","07/29/2019 05:30:00 PM","07/29/2019 06:45:00 PM",4445,31.6,NA,17031320100,NA,32,40,0,3.03,43.03,"false",1,NA,NA,"",41.8849871918,-87.6209929134,"POINT (-87.6209929134 41.8849871918)"
"e1331df236f243419a0d99a092eb6fe0969234ac","07/08/2019 03:45:00 PM","07/08/2019 04:00:00 PM",950,2.7,17031243400,17031081403,24,8,7.5,0,2.55,10.05,"false",1,41.8925368719,-87.6598643178,"POINT (-87.6598643178 41.8925368719)",41.8909220259,-87.6188683546,"POINT (-87.6188683546 41.8909220259)"
"3ba8229eba778ae3909e653d90f0ebd6d875addc","07/07/2019 12:00:00 AM","07/07/2019 12:15:00 AM",1389,13.5,NA,17031050600,NA,5,20,0,2.55,22.55,"false",1,NA,NA,"",41.9505456965,-87.6761824959,"POINT (-87.6761824959 41.9505456965)"
"c704f32e44b76de9289dd2ca2cf7d43317c43bd0","07/19/2019 05:30:00 PM","07/19/2019 05:45:00 PM",900,3.2,17031222200,17031062900,22,6,7.5,0,0.72,8.22,"true",1,41.9159097884,-87.6838259399,"POINT (-87.6838259399 41.9159097884)",41.9362371791,-87.6564115308,"POINT (-87.6564115308 41.9362371791)"
"b313f790b563c7301b5bd8906c3c3cd2598720c2","07/11/2019 10:45:00 PM","07/11/2019 11:00:00 PM",1279,13.4,17031980000,NA,76,NA,17.5,0,8.3,25.8,"false",1,41.9790708201,-87.9030396611,"POINT (-87.9030396611 41.9790708201)",NA,NA,""
"8bc3890ac66e021df489da7a1ee5aa4e77489e1c","07/27/2019 02:00:00 PM","07/27/2019 02:15:00 PM",511,1.4,17031839000,17031320100,32,32,5,0,2.55,7.55,"false",1,41.8710158803,-87.6314065252,"POINT (-87.6314065252 41.8710158803)",41.8849871918,-87.6209929134,"POINT (-87.6209929134 41.8849871918)"
"6566f0da6ab21af113220d8f536a364827c67428","07/01/2019 07:45:00 AM","07/01/2019 07:45:00 AM",375,1.8,NA,NA,35,38,2.5,0,2.55,5.05,"true",4,41.8351179863,-87.6186777673,"POINT (-87.6186777673 41.8351179863)",41.8129489392,-87.6178596758,"POINT (-87.6178596758 41.8129489392)"
"8d701c7d2b158e627083f4c6b5569a58bcf4b711","07/01/2019 01:30:00 PM","07/01/2019 01:45:00 PM",583,2,17031842300,17031070200,24,7,5,2,2.55,9.55,"false",1,41.8983058696,-87.6536139825,"POINT (-87.6536139825 41.8983058696)",41.9290776551,-87.6462934762,"POINT (-87.6462934762 41.9290776551)"
"d670ac180e7022a1893fbb6cce07b0aa0e1bb281","07/21/2019 09:00:00 PM","07/21/2019 09:15:00 PM",286,0.8,NA,NA,43,43,5,0,2.55,7.55,"false",1,41.7615779081,-87.5727819867,"POINT (-87.5727819867 41.7615779081)",41.7615779081,-87.5727819867,"POINT (-87.5727819867 41.7615779081)"
"309852980be8002a282d1192af4ac2b3b93219b2","07/27/2019 11:15:00 AM","07/27/2019 11:45:00 AM",2008,19.9,NA,17031330100,NA,33,27.5,0,2.55,30.05,"false",1,NA,NA,"",41.859349715,-87.6173580061,"POINT (-87.6173580061 41.859349715)"
"d3c04eef125bd420726b1591fb485b8b1933aa22","07/02/2019 06:15:00 PM","07/02/2019 06:30:00 PM",1074,3.2,17031831900,17031080400,6,8,10,0,2.55,12.55,"false",1,41.9451704528,-87.6687944391,"POINT (-87.6687944391 41.9451704528)",41.9074128162,-87.6409015248,"POINT (-87.6409015248 41.9074128162)"
"f3566b177ebbeca421c56ad3f77c840c0ffaf776","07/13/2019 12:15:00 AM","07/13/2019 12:30:00 AM",1135,4.9,17031050800,17031080202,5,8,10,0,2.55,12.55,"false",1,41.9450101512,-87.6809282247,"POINT (-87.6809282247 41.9450101512)",41.9058577688,-87.6308650266,"POINT (-87.6308650266 41.9058577688)"
"88887388533243248c814c4fb7ae723985ddd2e6","07/26/2019 11:00:00 PM","07/26/2019 11:00:00 PM",443,3,17031242100,17031282800,24,28,7.5,0,2.55,10.05,"false",1,41.8996701799,-87.6698377982,"POINT (-87.6698377982 41.8996701799)",41.8702687225,-87.6849139261,"POINT (-87.6849139261 41.8702687225)"
"64ae04e2821cf2cca26e1b7974d05704fcbd8a73","07/19/2019 10:00:00 AM","07/19/2019 10:45:00 AM",3167,22.8,NA,17031832000,NA,6,35,0,3.3,38.3,"false",1,NA,NA,"",41.9462945357,-87.6542980837,"POINT (-87.6542980837 41.9462945357)"
"780e7dae22a802d3cbad93ee4635d611866a24fb","07/19/2019 06:15:00 AM","07/19/2019 06:45:00 AM",1402,9.2,NA,NA,25,28,15,0,2.55,17.55,"false",1,41.8906088526,-87.7560467111,"POINT (-87.7560467111 41.8906088526)",41.874005383,-87.6635175498,"POINT (-87.6635175498 41.874005383)"
"6186c23ea8396687b7237b3e2cfff701314cc16f","07/20/2019 04:00:00 PM","07/20/2019 04:15:00 PM",446,1.9,17031040202,17031030900,4,77,5,0,2.55,7.55,"false",1,41.9798553089,-87.6940960217,"POINT (-87.6940960217 41.9798553089)",41.9797955506,-87.6714455473,"POINT (-87.6714455473 41.9797955506)"
"75513995a4c35f90250901c58a6c412a24608544","07/26/2019 06:45:00 PM","07/26/2019 07:45:00 PM",3649,24.5,17031330100,17031980000,33,76,37.5,10,7.55,55.05,"false",1,41.859349715,-87.6173580061,"POINT (-87.6173580061 41.859349715)",41.9790708201,-87.9030396611,"POINT (-87.9030396611 41.9790708201)"
"955eea817bf04f27794b48a3d318d3d57dc924c3","07/07/2019 07:30:00 AM","07/07/2019 07:45:00 AM",1150,12.8,NA,NA,NA,8,15,0,2.55,17.55,"false",1,NA,NA,"",41.899602111,-87.6333080367,"POINT (-87.6333080367 41.899602111)"
"29e895db93833388767c3c6805bd418c03c5bbce","07/04/2019 02:30:00 PM","07/04/2019 02:30:00 PM",321,1,17031491000,17031491000,49,49,5,0,2.55,7.55,"false",1,41.6997566852,-87.6280852818,"POINT (-87.6280852818 41.6997566852)",41.6997566852,-87.6280852818,"POINT (-87.6280852818 41.6997566852)"
"be9b621116c92336f09f528de246d006d40119c6","07/27/2019 12:30:00 PM","07/27/2019 12:45:00 PM",452,0.9,NA,17031650500,NA,65,5,0,2.55,7.55,"false",1,NA,NA,"",41.7622466529,-87.7320590255,"POINT (-87.7320590255 41.7622466529)"
"3bed84e61071797b2459f5a16965df5add4d82ed","07/15/2019 10:00:00 PM","07/15/2019 10:30:00 PM",1309,7.7,17031221300,17031320100,22,32,15,0,2.55,17.55,"false",1,41.9211259143,-87.6997544065,"POINT (-87.6997544065 41.9211259143)",41.8849871918,-87.6209929134,"POINT (-87.6209929134 41.8849871918)"
"59b46cd1cdbfb4364385f994e2da876b025c3c70","07/16/2019 02:00:00 PM","07/16/2019 02:45:00 PM",2899,15.9,NA,17031980000,NA,76,27.5,5,7.55,40.05,"false",1,NA,NA,"",41.9790708201,-87.9030396611,"POINT (-87.9030396611 41.9790708201)"
"70fdaf1c21406180e084ff4aee5509d618f5ee18","07/21/2019 08:00:00 PM","07/21/2019 08:15:00 PM",1510,7.3,17031061901,17031281900,6,28,10,0,2.55,12.55,"false",1,41.9432371225,-87.6434709559,"POINT (-87.6434709559 41.9432371225)",41.8792550844,-87.642648998,"POINT (-87.642648998 41.8792550844)"
"c9a4703eea610fdab036a7d781d532f8404d09e8","07/11/2019 03:45:00 AM","07/11/2019 03:45:00 AM",439,3,NA,NA,8,28,7.5,0,2.55,10.05,"false",1,41.899602111,-87.6333080367,"POINT (-87.6333080367 41.899602111)",41.874005383,-87.6635175498,"POINT (-87.6635175498 41.874005383)"
"24e101575c1f1345a4e71d0a20f1e0bd9f166f62","07/14/2019 06:30:00 PM","07/14/2019 07:15:00 PM",2042,13.8,NA,NA,32,NA,22.5,5,3,30.5,"false",1,41.8788655841,-87.6251921424,"POINT (-87.6251921424 41.8788655841)",NA,NA,""
"eb0deb8c0873407b58e80dfdc2e1f42b6b172495","07/28/2019 09:30:00 PM","07/28/2019 09:45:00 PM",1433,20.7,17031980000,NA,76,NA,25,0,9.35,34.35,"false",1,41.9790708201,-87.9030396611,"POINT (-87.9030396611 41.9790708201)",NA,NA,""
"9629bc162f889eb846cafa639d0248672804b965","07/08/2019 10:00:00 AM","07/08/2019 10:30:00 AM",1737,24.7,NA,NA,76,NA,27.5,0,8.83,36.33,"false",1,41.9802643146,-87.913624596,"POINT (-87.913624596 41.9802643146)",NA,NA,""
"5cfc11f44f065b7ef744b9e54a6a2d6faa910286","07/13/2019 05:15:00 PM","07/13/2019 05:30:00 PM",912,7.3,17031081500,17031030102,8,77,12.5,0,2.55,15.05,"false",1,41.8925077809,-87.6262149064,"POINT (-87.6262149064 41.8925077809)",41.9934409461,-87.6574177422,"POINT (-87.6574177422 41.9934409461)"
"a900b67a085e7b2a360c769a27ae1c1c1ca1f9ac","07/29/2019 02:15:00 AM","07/29/2019 02:15:00 AM",395,1.6,NA,NA,6,6,5,0,2.55,7.55,"false",1,41.9442266014,-87.6559981815,"POINT (-87.6559981815 41.9442266014)",41.9442266014,-87.6559981815,"POINT (-87.6559981815 41.9442266014)"
"dffe0fd26893f6be1a7dd4f3b1796a938e0d0967","07/29/2019 12:45:00 AM","07/29/2019 01:00:00 AM",1359,12.6,17031980100,17031081201,56,8,17.5,0,7.55,25.05,"false",1,41.785998518,-87.7509342894,"POINT (-87.7509342894 41.785998518)",41.8991556134,-87.6262105324,"POINT (-87.6262105324 41.8991556134)"
"08094395a71d5c13e61472997382feac41e8326f","07/16/2019 05:30:00 PM","07/16/2019 05:45:00 PM",1317,6.4,NA,NA,NA,65,15,0,0,15,"true",1,NA,NA,"",41.7697780588,-87.7269298425,"POINT (-87.7269298425 41.7697780588)"
"de1a31b3773b49b80910e850dc789dbf2c4b4687","07/18/2019 10:30:00 AM","07/18/2019 10:30:00 AM",409,1.7,NA,NA,57,58,7.5,3,2.55,13.05,"false",1,41.8108790078,-87.7263633246,"POINT (-87.7263633246 41.8108790078)",41.8173662079,-87.6988607973,"POINT (-87.6988607973 41.8173662079)"
"07551911d0a0e659d7741178c9b4c863a9087d43","07/05/2019 11:00:00 PM","07/05/2019 11:15:00 PM",721,2.5,17031063200,17031031700,6,3,7.5,0,2.55,10.05,"false",1,41.9383912577,-87.6385749205,"POINT (-87.6385749205 41.9383912577)",41.9654457842,-87.6631958495,"POINT (-87.6631958495 41.9654457842)"
"5838dedb95c2d44f2997cdedcafdfd4cc8f340c1","07/21/2019 07:45:00 PM","07/21/2019 08:00:00 PM",561,1.8,17031081403,17031833000,8,28,5,0,2.55,7.55,"false",1,41.8909220259,-87.6188683546,"POINT (-87.6188683546 41.8909220259)",41.8852813201,-87.6572331997,"POINT (-87.6572331997 41.8852813201)"
"13168df2ac4e2b589445b27210399ed006969567","07/18/2019 12:00:00 PM","07/18/2019 12:30:00 PM",1126,3.5,17031160200,17031040600,16,4,7.5,0,2.55,10.05,"false",1,41.9587978628,-87.7383939059,"POINT (-87.7383939059 41.9587978628)",41.9668340674,-87.6840183712,"POINT (-87.6840183712 41.9668340674)"
"cd20d604ec6acd47e9b808a6dff217e9f2029bad","07/25/2019 06:00:00 PM","07/25/2019 06:30:00 PM",1988,5.7,17031830700,17031221200,3,22,15,0,2.55,17.55,"false",1,41.958055933,-87.6603894557,"POINT (-87.6603894557 41.958055933)",41.9210845826,-87.704648384,"POINT (-87.704648384 41.9210845826)"
"5c96e8ea9654a5a9022089cfaa9635bad80fc92d","07/21/2019 02:00:00 PM","07/21/2019 02:15:00 PM",937,6,NA,NA,8,29,10,0,2.55,12.55,"false",1,41.899602111,-87.6333080367,"POINT (-87.6333080367 41.899602111)",41.8601900192,-87.7172201,"POINT (-87.7172201 41.8601900192)"
"5c724ec5881c29c4a1f74d3d5bcaa42dd08fbb9a","07/04/2019 12:30:00 PM","07/04/2019 12:45:00 PM",293,1.1,NA,NA,45,43,7.5,0,2.55,10.05,"false",1,41.7441995348,-87.5863483178,"POINT (-87.5863483178 41.7441995348)",41.7615779081,-87.5727819867,"POINT (-87.5727819867 41.7615779081)"
"2bee00a71c03955dab4cf2ea2bd6368cfa1474b7","07/15/2019 11:00:00 AM","07/15/2019 12:00:00 PM",3434,34.5,NA,NA,NA,41,27.5,0,0,27.5,"true",1,NA,NA,"",41.794090253,-87.592310855,"POINT (-87.592310855 41.794090253)"
"65359a7101187c24a4b00e9339db2cff3e5df9e7","07/20/2019 09:15:00 PM","07/20/2019 09:15:00 PM",528,1,17031081700,17031081201,8,8,5,1,2.55,8.55,"false",1,41.8920421365,-87.6318639497,"POINT (-87.6318639497 41.8920421365)",41.8991556134,-87.6262105324,"POINT (-87.6262105324 41.8991556134)"
"49f541c86e8790c37af4c06c6ad370a8faf250bb","07/22/2019 11:15:00 PM","07/22/2019 11:30:00 PM",905,4.7,NA,NA,45,67,10,0,2.55,12.55,"false",1,41.7441995348,-87.5863483178,"POINT (-87.5863483178 41.7441995348)",41.7759288274,-87.6665962653,"POINT (-87.6665962653 41.7759288274)"
"2a3b019a1a4a83d015f029222251b3e4fd71bccd","07/12/2019 08:15:00 PM","07/12/2019 08:30:00 PM",912,3.3,17031833000,17031241400,28,24,10,0,2.55,12.55,"false",1,41.8852813201,-87.6572331997,"POINT (-87.6572331997 41.8852813201)",41.906025969,-87.6753116216,"POINT (-87.6753116216 41.906025969)"
"cf6b3f058e617280fee47b03f375689251a5d33b","07/01/2019 09:30:00 PM","07/01/2019 09:45:00 PM",575,2.9,17031833000,17031310600,28,31,7.5,0,2.55,10.05,"false",1,41.8852813201,-87.6572331997,"POINT (-87.6572331997 41.8852813201)",41.8563332167,-87.6595642391,"POINT (-87.6595642391 41.8563332167)"
"ae290745d42a50492faf58e2970d42571d6b1f71","07/01/2019 06:15:00 AM","07/01/2019 06:30:00 AM",896,9,NA,NA,36,58,12.5,0,2.55,15.05,"false",1,41.8237128095,-87.6023504372,"POINT (-87.6023504372 41.8237128095)",41.8173662079,-87.6988607973,"POINT (-87.6988607973 41.8173662079)"
"5611c1d1aa9e96f588817e4b7caf35f9ae93ed04","07/30/2019 11:45:00 PM","07/31/2019 12:15:00 AM",1063,5.3,17031050200,17031010300,5,1,10,0,2.55,12.55,"false",1,41.957735565,-87.683718102,"POINT (-87.683718102 41.957735565)",42.0159343756,-87.6665362779,"POINT (-87.6665362779 42.0159343756)"
"6feb6661bf27232ca7b6f9496266b26ca1f9836d","07/20/2019 04:00:00 PM","07/20/2019 04:00:00 PM",247,0.6,17031241400,17031242200,24,24,2.5,0,2.55,5.05,"false",1,41.906025969,-87.6753116216,"POINT (-87.6753116216 41.906025969)",41.8995897957,-87.6747191345,"POINT (-87.6747191345 41.8995897957)"
"120d53b88be22747e673d3e3a41ef2d240a64945","07/24/2019 06:00:00 PM","07/24/2019 06:15:00 PM",1491,5.5,17031081401,17031283200,8,28,12.5,0,2.55,15.05,"false",1,41.8950334495,-87.6197106717,"POINT (-87.6197106717 41.8950334495)",41.8695838595,-87.6592046708,"POINT (-87.6592046708 41.8695838595)"
"fd2b35eacc34af8309e70dd422afddb302f01eaa","07/19/2019 10:00:00 PM","07/19/2019 10:15:00 PM",551,1.5,17031243000,17031241500,24,24,5,0,2.55,7.55,"false",1,41.8922767078,-87.6793974791,"POINT (-87.6793974791 41.8922767078)",41.9083786693,-87.6709450752,"POINT (-87.6709450752 41.9083786693)"
"59423f8185030fae7500905a44eea6092fe7aedc","07/15/2019 11:30:00 AM","07/15/2019 12:30:00 PM",3901,52.3,NA,NA,69,NA,62.5,0,4.9,67.4,"false",1,41.7632467988,-87.6161341112,"POINT (-87.6161341112 41.7632467988)",NA,NA,""
"a20a515fe9e536e8edbda06c5acda00ccb38457d","07/26/2019 04:30:00 PM","07/26/2019 05:15:00 PM",2790,23.4,17031980000,NA,76,NA,35,0,8.5,43.5,"false",1,41.9790708201,-87.9030396611,"POINT (-87.9030396611 41.9790708201)",NA,NA,""
"71c4a7132fa158d4d229c0e962c3eee90a9b419c","07/27/2019 04:15:00 PM","07/27/2019 04:30:00 PM",599,1.6,17031280100,17031320100,28,32,5,0,2.55,7.55,"false",1,41.8853000224,-87.6428084655,"POINT (-87.6428084655 41.8853000224)",41.8849871918,-87.6209929134,"POINT (-87.6209929134 41.8849871918)"
